,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd_pledged,name,duration,avg_pledge,deadline_year,launched_year,deadline_month,launched_month,pred_usd_pledged
188856,Technology,USD,2016-01-06 22:30:39,50000.0,2015-12-07 22:30:39,175.0,failed,7,US,175.0,TAP  -  The Smarter Way To Pay,30,25.0,2016,2015,1,12,3253.896484375
188921,Publishing,USD,2016-11-23 20:32:39,700.0,2016-10-24 20:32:39,270.0,failed,10,US,75.0,2017: A Supernatural Destiel/Sabriel Fanfic,30,7.5,2016,2016,11,10,2980.488525390625
188936,Games,USD,2015-03-12 15:20:12,11000.0,2015-02-10 16:20:12,27368.0,successful,374,US,27368.0,Redshirts 2: Leprechaun's Revenge,29,73.17647058823529,2015,2015,3,2,24844.0546875
189064,Design,EUR,2015-02-09 14:48:29,10000.0,2015-01-10 14:48:29,10032.0,successful,82,Other,11842.56191712,Drawing For The Future,30,144.42148679414635,2015,2015,2,1,15646.423828125
189210,Games,USD,2015-09-22 20:54:32,20000.0,2015-07-24 20:54:32,1213.0,failed,19,US,1213.0,Kill Bugs Dead,60,63.8421052631579,2015,2015,9,7,2187.47119140625
189332,Food,USD,2015-06-20 08:00:00,5000.0,2015-05-27 01:06:37,5141.0,successful,24,US,5141.0,Achara Booth at 626 Nightmarket,24,214.20833333333334,2015,2015,6,5,3698.783203125
189344,Music,USD,2012-03-28 21:09:49,1500.0,2012-02-27 21:09:49,1648.0,successful,45,US,1648.0,Circuit Bender's Ball Columbus,30,36.62222222222222,2012,2012,3,2,3096.32275390625
189355,Publishing,USD,2013-01-14 08:59:00,500.0,2012-12-01 04:06:28,1066.0,successful,46,US,1066.0,Graffiti Book: Seoul Street Art,44,23.17391304347826,2013,2012,1,12,3242.527099609375
189427,Art,USD,2012-03-16 22:00:00,50000.0,2012-02-27 14:06:21,0.0,failed,0,US,0.0,Field of Stars - Pittsburgh,18,,2012,2012,3,2,3771.19189453125
189440,Fashion,USD,2013-08-12 09:00:00,19000.0,2013-07-09 14:27:11,29475.0,successful,174,US,29475.0,Paleo Denim - Handmade jeans and leather goods,33,169.39655172413794,2013,2013,8,7,5406.21337890625
189456,Comics,USD,2013-05-15 15:18:36,39000.0,2013-04-15 15:18:36,340270.07,successful,8452,US,340270.07,Code Monkey Save World,30,40.259118551822056,2013,2013,5,4,5123.6005859375
189483,Technology,USD,2015-03-16 02:28:28,100000.0,2015-01-15 03:28:28,1.0,failed,1,US,1.0,SOMEOFTHEBESTDEALS.COM,59,1.0,2015,2015,3,1,6837.923828125
189545,Design,USD,2015-02-21 22:26:22,8500.0,2015-01-07 22:26:22,24485.0,successful,1083,US,24485.0,POP & STOP: #SAVETHEBEER - Opener and Sealer,45,22.60849492151431,2015,2015,2,1,14482.1640625
189604,Games,Other,2015-03-11 22:35:14,55000.0,2015-02-09 23:36:51,0.0,failed,0,Other,0.0,As yet untitled Mobile Game Time Management Female Character,29,,2015,2015,3,2,22588.705078125
189652,Film & Video,USD,2013-06-04 05:00:00,48000.0,2013-05-30 01:49:32,60297.0,successful,394,US,60297.0,Bring Movies Back to Cloverdale - Upgrade the Clover Theater,5,153.03807106598984,2013,2013,6,5,3381.141357421875
189680,Publishing,USD,2016-05-09 19:21:21,2000.0,2016-04-09 19:21:21,2150.0,successful,19,US,2150.0,Little Gems for Piano,30,113.15789473684211,2016,2016,5,4,3558.152099609375
189687,Music,USD,2013-10-25 20:00:00,3500.0,2013-09-20 16:27:53,3586.0,successful,66,US,3586.0,Chase Baker's Blues/Soul Record!,35,54.333333333333336,2013,2013,10,9,5457.47802734375
189717,Music,USD,2012-01-26 23:21:36,6500.0,2011-12-27 23:21:36,7255.0,successful,114,US,7255.0,The Kentucky Vocal Union: International Bound,30,63.64035087719298,2012,2011,1,12,2893.567626953125
189787,Film & Video,USD,2012-12-20 20:50:39,250000.0,2012-11-20 20:50:39,233.0,failed,9,US,233.0,"""Tupac's """"Live 2 Tell"""" Movie""",30,25.88888888888889,2012,2012,12,11,6873.98095703125
189847,Design,USD,2014-12-27 19:11:52,7000.0,2014-10-28 18:11:52,26.0,failed,2,US,26.0,The Wounded Warrior Archway,60,13.0,2014,2014,12,10,944.8327026367188
189871,Technology,USD,2013-09-04 16:22:28,80000.0,2013-07-31 16:22:28,602960.46,successful,1991,US,602960.46,"""HackRF, an open source SDR platform""",35,302.84302360622803,2013,2013,9,7,36224.48046875
189907,Publishing,Other,2016-03-17 07:30:55,1000.0,2016-01-17 08:30:55,2.0,failed,2,Other,1.37216938,POP C,59,0.68608469,2016,2016,3,1,1015.333740234375
189947,Music,USD,2012-09-29 03:32:34,3500.0,2012-08-30 03:32:34,105.0,failed,3,US,105.0,"""Here Lies the Hero """"Carpathia"""" Tour.""",30,35.0,2012,2012,9,8,1348.7548828125
189948,Film & Video,CAD,2014-09-14 13:29:27,3100.0,2014-07-16 13:29:27,0.0,failed,0,CA,0.0,Red lights everywhere,60,,2014,2014,9,7,539.84765625
189983,Publishing,USD,2016-06-12 08:59:00,5000.0,2016-04-27 17:07:56,3335.0,failed,24,US,3335.0,Caladrius Dreams ~ A Fantasy Novel by Erin Ann McCarter,45,138.95833333333334,2016,2016,6,4,662.5831909179688
189997,Film & Video,USD,2011-02-27 08:16:42,3307.0,2011-01-28 08:16:42,3482.32,successful,47,US,3482.32,The Life Smugglers - A Short,30,74.09191489361703,2011,2011,2,1,35995.703125
190058,Comics,USD,2011-08-04 06:32:39,8000.0,2011-07-05 06:32:39,10969.0,successful,218,US,10969.0,Help support Jimmy Palmiotti's QUEEN CRAB graphic novel,30,50.31651376146789,2011,2011,8,7,4395.49853515625
190093,Music,USD,2012-06-13 18:43:21,4000.0,2012-05-14 18:43:21,0.0,failed,0,US,0.0,Help The Nite Life Release Their First Studio Album!,30,,2012,2012,6,5,6655.33349609375
190100,Technology,USD,2016-08-30 05:59:00,2500.0,2016-08-02 03:00:45,3108.0,successful,51,US,780.0,ClamClock: A DIY Binary Timekeeper,28,15.294117647058824,2016,2016,8,8,9272.890625
190139,Publishing,GBP,2014-08-13 17:23:46,275.0,2014-07-23 17:23:46,516.0,successful,25,GB,881.27395416,WILD CARD SYMPHONIES - Poetry Collection,21,35.250958166400004,2014,2014,8,7,4219.546875
190150,Design,USD,2016-06-29 01:04:41,200.0,2016-06-09 01:04:41,1303.0,successful,35,US,1303.0,Star Wars Medal of Yavin - Cast From Real Metal,20,37.22857142857143,2016,2016,6,6,15023.6640625
190158,Games,USD,2014-06-09 18:00:25,8000.0,2014-05-10 18:00:25,2260.0,failed,39,US,2260.0,Radix - New Ideas and Old School Fun!,30,57.94871794871795,2014,2014,6,5,6497.73828125
190207,Design,USD,2014-01-05 23:26:23,3000.0,2013-11-26 23:26:23,60.0,failed,2,US,60.0,Online T-shirt Store - First Design Work,40,30.0,2014,2013,1,11,30246.171875
190214,Design,USD,2015-07-02 02:33:29,800.0,2015-06-02 02:33:29,111.0,failed,2,US,111.0,Beyond Borders,30,55.5,2015,2015,7,6,33969.359375
190310,Publishing,USD,2014-11-03 00:29:40,8558.0,2014-10-04 00:29:40,1741.0,failed,26,US,1741.0,Final Trial: A Science Fiction Epic,30,66.96153846153847,2014,2014,11,10,3411.8828125
190327,Technology,USD,2014-05-23 19:43:29,80000.0,2014-04-23 19:43:29,40.0,failed,3,US,40.0,'Hold Music Hider - Never Listen To Bad Hold Music Again.',30,13.333333333333334,2014,2014,5,4,5811.88720703125
190341,Fashion,USD,2015-04-23 19:01:00,3000.0,2015-03-12 19:27:59,1.0,failed,1,US,1.0,"""Collection Show - May 7th, 2015 6:45 pm @ Rose Room (S4)""",41,1.0,2015,2015,4,3,5063.70556640625
190382,Film & Video,USD,2015-05-10 16:03:52,74000.0,2015-04-10 16:03:52,0.0,failed,0,US,0.0,NO FILTR Comedy Show,30,,2015,2015,5,4,3785.96484375
190412,Food,USD,2016-03-31 14:45:04,50000.0,2016-03-01 14:45:04,54.0,failed,2,US,54.0,Partymelon is a one of a kind watermelon carving company.,30,27.0,2016,2016,3,3,4095.28662109375
190429,Games,USD,2013-08-31 23:06:54,40000.0,2013-08-01 23:06:54,4507.0,failed,69,US,4507.0,Crash Point,30,65.31884057971014,2013,2013,8,8,5782.77490234375
190451,Film & Video,USD,2011-03-16 06:20:56,25000.0,2011-02-09 07:20:56,1455.0,failed,37,US,1455.0,Model Boxers A Documentary,34,39.32432432432432,2011,2011,3,2,2049.14990234375
190470,Other,GBP,2016-07-12 02:46:20,75000.0,2016-05-28 02:46:20,235.0,failed,9,GB,323.6098382,Take The Typewriters,45,35.95664868888889,2016,2016,7,5,65731.3515625
190475,Publishing,USD,2014-07-06 05:59:00,1250.0,2014-06-07 10:06:44,1360.0,successful,26,US,1360.0,Our Father Who Aren't in Heaven—Let's Get It Published!,28,52.30769230769231,2014,2014,7,6,8020.423828125
190482,Music,USD,2015-05-05 23:57:12,12000.0,2015-03-21 22:57:12,143.0,failed,4,US,143.0,Brian Kelley Country,45,35.75,2015,2015,5,3,2402.486572265625
190554,Music,USD,2012-01-20 23:05:00,5000.0,2011-11-29 01:49:04,10.0,failed,1,US,10.0,nick vicious!bonez jonez vol.1 mix cd,52,10.0,2012,2011,1,11,1685.6480712890625
190608,Art,USD,2015-09-05 00:46:41,500.0,2015-08-06 00:46:41,0.0,failed,0,US,0.0,Please Remind Me to Breathe,30,,2015,2015,9,8,1774.0113525390625
190618,Art,USD,2013-11-06 19:14:43,200.0,2013-10-07 19:14:43,1761.0,successful,30,US,1761.0,Wine Art,30,58.7,2013,2013,11,10,19623.763671875
190649,Technology,USD,2014-08-16 02:07:19,75000.0,2014-07-17 02:07:19,151.0,failed,9,US,151.0,dunk alert,30,16.77777777777778,2014,2014,8,7,1709.896484375
190782,Art,USD,2011-07-27 20:28:23,10000.0,2011-06-27 20:28:23,15577.0,successful,405,US,15577.0,The Milk Truck,30,38.461728395061726,2011,2011,7,6,6904.26171875
190938,Games,GBP,2016-11-27 20:00:00,1000.0,2016-10-28 13:01:32,1268.0,successful,23,GB,832.03010295,Book of Nox - Voyage to Mirovia,30,36.17522186739131,2016,2016,11,10,7873.06298828125
190984,Music,USD,2011-10-02 05:59:00,2000.0,2011-09-02 17:25:43,2060.0,successful,33,US,2060.0,The Mandarins 15th Anniversary Album!,29,62.42424242424242,2011,2011,10,9,5187.1064453125
191009,Music,USD,2013-09-12 18:57:40,1000.0,2013-08-13 18:57:40,345.0,failed,11,US,345.0,1 Peter - Follow,30,31.363636363636363,2013,2013,9,8,2066.53564453125
191124,Film & Video,USD,2013-10-22 05:49:09,4485.0,2013-09-17 05:49:09,4495.0,successful,68,US,4495.0,Starina Films a Music Video for “This I Know”,35,66.1029411764706,2013,2013,10,9,3634.235595703125
191212,Art,USD,2012-03-07 06:00:00,2000.0,2012-02-01 21:36:07,2457.33,successful,61,US,2457.33,Help the Tickled Fancy Burlesque Co. go on tour!,34,40.28409836065573,2012,2012,3,2,3035.556884765625
191233,Design,USD,2013-04-26 01:21:47,4096.0,2013-04-05 01:21:47,1025.0,failed,32,US,1025.0,Stencils For Science,21,32.03125,2013,2013,4,4,5582.7236328125
191254,Film & Video,USD,2013-03-14 05:13:03,10000.0,2013-02-12 06:13:03,10218.0,successful,93,US,10218.0,JUMP: The Spiritual Experience of a Suicide,29,109.87096774193549,2013,2013,3,2,4915.33642578125
191418,Games,USD,2015-03-05 16:58:40,55000.0,2015-02-03 16:58:40,6249.0,failed,95,US,6249.0,Izzy's Revenge,30,65.77894736842106,2015,2015,3,2,4320.74462890625
191494,Design,USD,2014-05-02 00:31:54,7500.0,2014-04-02 00:31:54,2455.0,failed,49,US,2455.0,Lego Military Themed Minifigure Accessories By Minifigs'R Us,30,50.10204081632653,2014,2014,5,4,10205.8466796875
191605,Film & Video,USD,2013-12-19 01:35:12,99000.0,2013-11-19 01:35:12,0.0,failed,0,US,0.0,Hadrian Prima,30,,2013,2013,12,11,4572.794921875
191720,Art,USD,2015-01-24 00:15:29,1000.0,2014-12-25 00:15:29,5.0,failed,1,US,5.0,"""The commemorative Beer, Art and Cartoon club series!""",30,5.0,2015,2014,1,12,7522.34130859375
191777,Photography,USD,2015-06-08 22:18:41,25000.0,2015-05-09 22:18:41,0.0,failed,0,US,0.0,California's Invasive War,30,,2015,2015,6,5,17137.703125
191938,Publishing,USD,2014-07-17 18:41:50,7750.0,2014-06-17 18:41:50,5978.0,failed,94,US,5978.0,Oiseau The King Catcher - Young Adult Novel!,30,63.59574468085106,2014,2014,7,6,2065.73193359375
191944,Photography,EUR,2016-05-29 18:44:03,1000.0,2016-04-29 18:44:03,175.0,failed,3,Other,198.32882475,A Memory of Land,30,66.10960825,2016,2016,5,4,969.2974243164062
192014,Art,USD,2014-11-15 07:00:00,750.0,2014-10-14 15:15:15,0.0,failed,0,US,0.0,The Art of Media,31,,2014,2014,11,10,6385.25146484375
192028,Food,USD,2011-04-21 22:39:00,8800.0,2011-03-22 21:41:30,13026.0,successful,177,US,13026.0,Fertile Underground Grocery,30,73.59322033898304,2011,2011,4,3,4323.89013671875
192097,Games,USD,2012-12-10 22:00:00,150000.0,2012-11-08 22:55:34,152451.25,successful,4146,US,152451.25,SPORTSFRIENDS featuring Johann Sebastian Joust,31,36.7706825856247,2012,2012,12,11,12325.3642578125
192248,Food,USD,2015-05-07 18:18:38,600.0,2015-04-07 18:18:38,0.0,failed,0,US,0.0,Let's get Jeanie's Brownie Business started!,30,,2015,2015,5,4,3700.554443359375
192314,Food,USD,2014-10-23 22:40:38,30000.0,2014-09-23 22:40:38,41.0,failed,4,US,41.0,Dazzling Cakes & Treats,30,10.25,2014,2014,10,9,4765.4150390625
192340,Film & Video,GBP,2014-07-01 01:03:00,500.0,2014-05-09 10:00:03,25.0,failed,1,GB,42.37884325,Steele Co. A 5 minute film about a bank heist organisation.,52,42.37884325,2014,2014,7,5,6256.041015625
192351,Publishing,GBP,2016-10-02 00:21:38,25000.0,2016-08-03 00:21:38,150.0,failed,8,GB,0.0,The Time Travelling Freelancer - A Living Manual.,60,0.0,2016,2016,10,8,13403.6865234375
192379,Design,USD,2010-11-08 01:10:10,25000.0,2010-10-09 01:10:10,185.0,failed,5,US,185.0,"""NewHope Habitats Prototype- sustainable housing, disaster response and documentary""",30,37.0,2010,2010,11,10,8114.8095703125
192425,Film & Video,USD,2011-01-30 02:35:23,65000.0,2010-12-01 02:35:23,0.0,failed,0,US,0.0,Sweet Sweet Candy - a 2-d animated film,60,,2011,2010,1,12,2802.695068359375
192464,Art,USD,2011-03-02 00:47:43,1500.0,2011-01-31 00:47:43,10.0,failed,1,US,10.0,comet one art show,30,10.0,2011,2011,3,1,1782.123779296875
192577,Publishing,CAD,2016-10-13 18:14:24,6500.0,2016-09-13 18:14:24,7081.0,successful,74,CA,593.1461415,"""Don Kerr's Book about Cancer, Family, and Support""",30,8.015488398648648,2016,2016,10,9,1762.7421875
192611,Art,USD,2016-10-14 02:00:00,20000.0,2016-09-13 19:22:52,3545.0,failed,28,US,0.0,The best organic skin & hair products for the whole family!,30,0.0,2016,2016,10,9,3630.50439453125
192672,Music,GBP,2013-03-01 21:59:58,3500.0,2013-02-07 21:59:58,3520.0,successful,43,GB,5511.9454368,"""Stereo Mike Plays Austin, Texas - A Documentary""",22,128.1847776,2013,2013,3,2,-264.1448974609375
192731,Technology,USD,2015-05-16 18:57:35,125.0,2015-04-16 18:57:35,5.0,failed,1,US,5.0,Netlodge - IOS App,30,5.0,2015,2015,5,4,-1024.291748046875
192875,Music,GBP,2015-05-10 15:37:38,500.0,2015-04-10 15:37:38,11.0,failed,2,GB,16.35619634,Jonathan Hope (Organ) debut solo recording,30,8.17809817,2015,2015,5,4,4855.7841796875
192883,Fashion,Other,2016-01-28 01:10:40,2000.0,2015-12-29 01:10:40,10.0,failed,1,Other,7.2791064,AlterNappies,30,7.2791064,2016,2015,1,12,1926.671142578125
192944,Music,USD,2016-04-27 17:30:34,2500.0,2016-03-28 17:30:34,165.0,failed,1,US,165.0,Broken Revolvers,30,165.0,2016,2016,4,3,2246.558349609375
193089,Music,USD,2016-03-27 05:43:31,5000.0,2016-02-26 05:43:31,5212.0,successful,69,US,5212.0,Half Awake (M.W. Walker's Debut Album),30,75.53623188405797,2016,2016,3,2,4662.49365234375
193093,Art,USD,2012-10-16 03:07:55,900.0,2012-09-11 03:07:55,126.0,failed,3,US,126.0,Scratch & Sniff Humans - Novelty Character Cards,35,42.0,2012,2012,10,9,2620.294189453125
193306,Fashion,USD,2015-07-04 01:23:14,7500.0,2015-06-04 01:23:14,154.0,failed,4,US,154.0,FlyCodes Socks - Exclusive Foot Expression,30,38.5,2015,2015,7,6,2730.34619140625
193310,Film & Video,USD,2012-04-23 15:53:44,300.0,2012-02-23 15:53:44,26.0,failed,3,US,26.0,Jacky And Elizabeth All The Fruit Tour Documentary!,60,8.666666666666666,2012,2012,4,2,5657.892578125
193433,Publishing,GBP,2015-12-16 23:00:00,5000.0,2015-11-19 02:55:32,0.0,failed,0,GB,0.0,Novellatronic,27,,2015,2015,12,11,13073.181640625
193526,Technology,USD,2015-07-01 02:00:00,5000.0,2015-06-10 19:51:46,5036.0,successful,76,US,5036.0,Glamp! So you never worry about looking your best.,20,66.26315789473684,2015,2015,7,6,38174.26171875
193613,Music,USD,2013-06-08 09:00:00,10000.0,2013-05-12 04:30:52,0.0,failed,0,US,0.0,"""T.A. Tha Arsonist """"All or Nothing"""" Debut Album""",27,,2013,2013,6,5,5711.07080078125
193617,Film & Video,USD,2011-04-03 07:52:00,500.0,2011-03-17 07:41:13,605.0,successful,7,US,605.0,"""Bubblegum Smackers  """"Finishing the film""""""",17,86.42857142857143,2011,2011,4,3,18876.935546875
193665,Design,USD,2016-07-08 08:00:00,50000.0,2016-06-07 22:59:13,83237.18,successful,690,US,66604.18,Earthrace-2 Conservation Vessel,30,96.52779710144927,2016,2016,7,6,33969.359375
193906,Technology,USD,2011-07-02 01:52:14,5000.0,2011-06-02 01:52:14,725.0,failed,10,US,725.0,The Whalesong Project,30,72.5,2011,2011,7,6,3822.687255859375
193946,Publishing,USD,2013-11-14 19:32:16,9500.0,2013-10-15 19:32:16,2175.0,failed,68,US,2175.0,Dine Like the Dukes: A James Madison Cookbook,30,31.985294117647058,2013,2013,11,10,7972.37646484375
193973,Other,USD,2013-12-12 05:00:22,3000.0,2013-11-12 05:00:22,3893.0,successful,147,US,3893.0,Desktop Gremlins Paper Craft Inventor's Activity Book,30,26.482993197278912,2013,2013,12,11,-482.6477355957031
193996,Food,USD,2015-09-27 01:35:24,100000.0,2015-07-29 01:35:24,20.0,failed,2,US,20.0,Sofia and Liz meatball truck,60,10.0,2015,2015,9,7,9692.72265625
194021,Music,USD,2012-01-21 14:31:58,1300.0,2011-12-22 14:31:58,1305.0,successful,22,US,1305.0,"""MALACHI """"The Pharisee"""" DEBUT EP!""",30,59.31818181818182,2012,2011,1,12,2678.005615234375
194029,Film & Video,USD,2012-05-30 22:51:00,30000.0,2012-04-30 17:16:30,30135.0,successful,42,US,30135.0,Big Like Me: One Man's Quest to Enlarge His Penis,30,717.5,2012,2012,5,4,4859.9521484375
194348,Food,Other,2014-08-07 22:19:17,10.0,2014-07-08 22:19:17,0.0,failed,0,Other,0.0,I Want to make a Ham Sandwich!!,30,,2014,2014,8,7,-540.4749145507812
194358,Film & Video,GBP,2013-05-24 17:13:23,1000.0,2013-04-24 17:13:23,1588.0,successful,55,GB,2425.41987412,Wasp's Nest Short Film,30,44.09854316581818,2013,2013,5,4,2658.893798828125
194441,Other,USD,2010-10-14 05:00:32,100.0,2010-09-14 05:00:32,0.0,failed,0,US,0.0,Random Letters From The Past ,30,,2010,2010,10,9,1810.531982421875
194480,Film & Video,USD,2011-10-15 08:28:59,5500.0,2011-09-15 08:28:59,140.0,failed,7,US,140.0,"""Miami, Very Social a comedy based on Miami life.""",30,20.0,2011,2011,10,9,3848.102783203125
194531,Fashion,USD,2016-02-27 19:35:24,20000.0,2015-12-29 19:35:24,40.0,failed,1,US,40.0,FULL FIGURED WORLD SHOWCASE WEEK 2017,60,40.0,2016,2015,2,12,2173.419921875
194533,Music,USD,2016-05-04 08:00:00,7500.0,2016-03-29 09:37:49,7713.0,successful,119,US,7713.0,Empowering Young Artists to Pursue a Life-long Love of Music,35,64.81512605042016,2016,2016,5,3,2738.98193359375
194560,Film & Video,USD,2011-11-24 10:25:19,2500.0,2011-10-23 10:25:19,212.0,failed,6,US,212.0,Sinister Service Announcements,32,35.333333333333336,2011,2011,11,10,7752.41943359375
194566,Technology,USD,2015-03-08 16:27:34,20000.0,2015-01-27 17:27:34,26064.0,successful,372,US,26064.0,EasyPlug Air: The wireless sensor shield for Arduinos,39,70.06451612903226,2015,2015,3,1,53394.28515625
194597,Technology,GBP,2015-10-18 14:13:47,10000.0,2015-09-01 14:13:47,31.0,failed,5,GB,47.83463401,CardiacKid- A Heart Specialist In The Making App,47,9.566926802000001,2015,2015,10,9,58553.98046875
194667,Comics,GBP,2016-04-13 23:00:21,990.0,2016-03-14 22:00:21,346.0,failed,18,GB,495.64590998,Murmurs Issue 2!,30,27.53588388777778,2016,2016,4,3,2233.55224609375
194707,Fashion,USD,2012-12-08 03:00:00,15000.0,2012-10-29 18:37:19,4866.0,failed,26,US,4866.0,Turning Tragedy Into Inspiration With Type AG,39,187.15384615384616,2012,2012,12,10,8677.5673828125
194734,Publishing,GBP,2014-07-12 19:01:29,20000.0,2014-06-12 19:01:29,6515.0,failed,33,GB,10908.54902055,Careers? How Should I Know?,30,330.56209153181817,2014,2014,7,6,940.7122802734375
194868,Film & Video,USD,2015-06-28 22:30:32,20000.0,2015-06-03 22:30:32,50001.0,successful,788,US,50001.0,Star Trek: New Voyages/Phase II KickStarter 2015,25,63.453045685279186,2015,2015,6,6,3831.323974609375
195044,Games,USD,2016-03-25 21:35:30,50000.0,2016-02-24 22:35:30,1799.0,failed,15,US,1799.0,Virtual Sports League: Professional Modern Laser Tag!,29,119.93333333333334,2016,2016,3,2,22683.013671875
195053,Music,USD,2014-03-19 05:00:00,500.0,2014-01-23 03:26:27,190.0,failed,9,US,190.0,Kastanza's First Full Length Album!!,55,21.11111111111111,2014,2014,3,1,6070.53759765625
195062,Comics,CAD,2014-07-21 16:45:25,3000.0,2014-06-11 16:45:25,3779.0,successful,54,CA,3465.23348458,EPOCHS Issue #1,40,64.17099045518519,2014,2014,7,6,5876.666015625
195192,Publishing,USD,2013-12-06 14:00:00,2500.0,2013-11-11 16:42:43,2585.0,successful,42,US,2585.0,Second Loves Pet Calendar,24,61.54761904761905,2013,2013,12,11,2541.589599609375
195256,Design,EUR,2015-08-29 12:26:35,50000.0,2015-07-30 12:26:35,1047.0,failed,5,Other,1159.98356037,"""BOAR-D  Magnetic wakeboard, wakeskate, kitesurf""",30,231.99671207400002,2015,2015,8,7,13646.8515625
195427,Other,USD,2014-08-11 06:59:00,1200.0,2014-07-11 22:16:19,380.0,failed,7,US,380.0,Ashwater Soap,30,54.285714285714285,2014,2014,8,7,931.572998046875
195476,Fashion,USD,2016-10-26 22:53:57,1500.0,2016-09-26 22:53:57,71.0,failed,2,US,0.0,Graci Couture,30,0.0,2016,2016,10,9,4170.7900390625
195600,Publishing,USD,2013-09-08 00:25:31,1000.0,2013-07-10 00:25:31,1091.0,successful,25,US,1091.0,A Fantastic Affair: Karl Barth in America 1962–Research,60,43.64,2013,2013,9,7,1709.0189208984375
195723,Fashion,USD,2013-08-08 07:19:46,5000.0,2013-07-09 07:19:46,6419.0,successful,124,US,6419.0,Geek Panda Apparel,30,51.766129032258064,2013,2013,8,7,715.3639526367188
195736,Art,USD,2016-08-03 06:30:00,5000.0,2016-06-29 05:38:40,6.0,failed,2,US,0.0,The Swamp by Alvert Cain ---- An Interactive Blog Experience,35,0.0,2016,2016,8,6,3832.827392578125
195743,Other,USD,2013-08-14 17:59:58,500000.0,2013-07-15 17:59:58,13214.0,failed,39,US,13214.0,Building Pirate Ship Defiance,30,338.8205128205128,2013,2013,8,7,-1173.4324951171875
195760,Food,USD,2013-04-18 05:59:00,3500.0,2013-03-23 05:32:53,475.0,failed,9,US,475.0,Stock the Yeti Concessions Food Truck!,26,52.77777777777778,2013,2013,4,3,12146.98046875
195797,Music,GBP,2013-11-01 00:00:00,3000.0,2013-09-23 19:59:07,486.0,failed,25,GB,778.00705416,Gary Grainger's proper CD!,38,31.120282166400003,2013,2013,11,9,952.04052734375
195802,Design,USD,2016-07-10 07:00:00,52000.0,2016-06-01 17:50:22,35180.0,failed,276,US,30646.0,Animal Warriors of The Kingdom,38,111.03623188405797,2016,2016,7,6,23384.5390625
195910,Games,USD,2014-07-17 09:09:54,30000.0,2014-06-17 09:09:54,217815.59,successful,1079,US,217815.59,Yomi,30,201.86801668211305,2014,2014,7,6,7854.5615234375
196004,Publishing,USD,2012-08-09 05:41:27,5000.0,2012-07-10 05:41:27,738.0,failed,21,US,738.0,How to Save Shelter Animals,30,35.142857142857146,2012,2012,8,7,2476.309326171875
196044,Music,USD,2016-08-04 19:28:00,25000.0,2016-07-18 22:28:46,35.0,failed,2,US,0.0,MICHAEL'S DREAM STORE FRONT,16,0.0,2016,2016,8,7,1506.5953369140625
196188,Music,USD,2011-03-05 06:32:00,1000.0,2011-02-04 06:57:24,1018.66,successful,10,US,1018.66,"""Little Red Radio, Pants Your Dance Off Tour 2011!""",28,101.866,2011,2011,3,2,3819.579833984375
196422,Other,GBP,2015-03-15 11:59:05,50000.0,2015-01-14 12:59:05,845.0,failed,38,GB,1283.03433635,A Heavy Metal Travel Guide,59,33.76406148289474,2015,2015,3,1,2390.9609375
196442,Games,USD,2015-02-16 22:49:16,199.0,2015-01-02 22:49:16,235.0,successful,9,US,235.0,SkullFist: a strange and dark side scroller,45,26.11111111111111,2015,2015,2,1,88725.3515625
196454,Film & Video,USD,2012-04-08 04:14:00,6000.0,2012-03-06 21:52:00,6535.0,successful,100,US,6535.0,GETTING OVER - One son's search to finally know his father.,32,65.35,2012,2012,4,3,24514.595703125
196488,Film & Video,USD,2012-06-02 05:59:00,8500.0,2012-05-07 14:52:18,8575.0,successful,76,US,8575.0,Selene Hollow,25,112.82894736842105,2012,2012,6,5,4525.8125
196552,Film & Video,USD,2012-09-25 03:00:00,10000.0,2012-07-31 21:54:13,858.0,failed,28,US,858.0,Hollywood has never touched on this...Be there at the start,55,30.642857142857142,2012,2012,9,7,2008.0467529296875
196593,Film & Video,USD,2012-07-28 03:39:19,2500.0,2012-06-28 03:39:19,3010.0,successful,61,US,3010.0,REVOLT,30,49.34426229508197,2012,2012,7,6,4720.283203125
196729,Food,USD,2016-04-01 20:00:00,10000.0,2016-02-02 04:31:25,0.0,failed,0,US,0.0,The Backyard!,59,,2016,2016,4,2,2296.7822265625
196731,Games,CAD,2014-05-31 23:25:25,200.0,2014-05-01 23:25:25,581.0,successful,27,CA,529.98617812,Fallen Temple Relaunch,30,19.629117708148147,2014,2014,5,5,337.562255859375
196787,Design,USD,2016-03-09 08:59:00,1200.0,2016-02-03 17:41:45,90.0,failed,5,US,90.0,Spark Pad,34,18.0,2016,2016,3,2,9775.099609375
196844,Fashion,USD,2015-04-18 11:22:29,4000.0,2015-03-19 10:22:29,315.0,failed,5,US,315.0,Brown Sojourners: Sisters Standing Together in Solidarity,30,63.0,2015,2015,4,3,3644.684326171875
196882,Other,USD,2016-03-02 04:18:43,5000.0,2016-02-01 04:18:43,6.0,failed,2,US,6.0,Palleteers Workshop,30,3.0,2016,2016,3,2,2718.53759765625
196899,Food,USD,2016-06-10 06:54:37,15000.0,2016-05-11 06:54:37,28046.0,successful,390,US,28046.0,"""DIY Dairy-Free, Vegan, Paleo Cheese Kits | Urban Cheesecraft""",30,71.91282051282052,2016,2016,6,5,3575.569580078125
